name,artist,id,popularity,danceability,key,mode,instrumentalness,duration,time_signature,energy,loudness,speechiness,acousticness,tempo,liveness,valence
Ch-Check It Out,Beastie Boys,56H98l4uinRifnTH8e308N,"57
",0.795,1,1,0.0,192427,4,0.899,-7.02,0.292,0.0766,115.062,0.0852,0.694
More Human Than Human,White Zombie,6JgxvNYi44NFHCtQmZncTv,"52
",0.674,1,1,0.608,268760,4,0.907,-6.706,0.0714,0.000386,101.449,0.104,0.576
Angel From Montgomery,Jill Johnson,0PwR3EuDm66lsRqzErTUuq,"1
",0.569,8,1,3.9e-05,367920,4,0.388,-6.443,0.0339,0.648,119.446,0.0596,0.253
Broken Promise Land,Weeping Willows,4KhLzmde2TS50egc7n2aQ1,"0
",0.255,7,1,2.53e-05,278973,3,0.479,-9.096,0.0308,0.618,79.563,0.182,0.365
I Can't Stop Loving You - Elvis Country version,Elvis Presley,6aXK0n8vAMvAyOtJZ5Kjdj,"0
",0.36,2,1,0.214,154933,3,0.55,-12.28,0.0987,0.794,144.539,0.691,0.681
Spiralling,Antony and the Johnsons,6UCFf2Fws9T74fIZZlPURk,"32
",0.248,9,1,0.0187,265400,1,0.119,-14.043,0.0331,0.856,175.223,0.159,0.0879
Smokin',Boston,37neU3YM4yysrailQPlMl6,"0
",0.197,2,1,0.414,261387,4,0.798,-7.334,0.0656,0.000545,175.068,0.187,0.525
Here We Go Again,Paramore,5Pp1H1mFlL6o63omITUvfn,"54
",0.508,9,1,0.0,226293,4,0.848,-5.267,0.0383,7.02e-05,120.012,0.132,0.544
Run Honey Run,Morcheeba,6g3VgpuSaEidSWS1jgmPJu,"6
",0.622,11,1,0.0631,223480,4,0.602,-9.193,0.0312,0.185,87.97,0.101,0.214
Replica,Sonata Arctica,67z0VZcdksZhDwOKuUPdsU,"45
",0.188,1,0,0.0,295093,4,0.816,-4.965,0.0369,0.00174,82.549,0.116,0.188
Stillness Of Heart,Lenny Kravitz,6tF9ftgiiJRKgojjXoLk0r,"0
",0.541,7,0,0.00362,255693,4,0.505,-7.226,0.0237,7.31e-05,77.119,0.266,0.398
Planes,Jefferson Airplane,65Z4QoQlb4ekAh9rLqlfLU,"17
",0.59,9,1,0.00441,267307,4,0.681,-12.287,0.0276,0.00669,111.075,0.227,0.752
Number One - Album Version (Edited),Pharrell Williams,7MidCHPmNsAbLIe79QSSke,"28
",0.854,10,0,0.0,236573,4,0.803,-5.622,0.127,0.252,107.013,0.0692,0.697
Space Monkey,Placebo,2YNfHAOUQBr8X0KWkt8vbu,"0
",0.602,5,0,0.00205,231267,4,0.72,-5.617,0.0549,0.0257,131.133,0.0855,0.356
Sober,Muse,27SwNPCT06QkpufKP3t5ev,"42
",0.356,8,0,0.00155,244240,4,0.921,-4.803,0.0609,0.000171,119.777,0.313,0.216
Traffic In The Sky,Jack Johnson,25CJ3sdd0NgDZmdkrhBK3P,"0
",0.766,2,1,0.00328,170467,4,0.481,-7.833,0.0371,0.69,129.802,0.136,0.544
Sick Cycle Carousel,Lifehouse,1IMi3chVPe4t5MUxIjn4Lk,"0
",0.445,8,0,1.32e-06,263400,4,0.8,-5.228,0.0301,0.00168,95.481,0.0802,0.47
Anybody Seen My Baby?,The Rolling Stones,1DiXTNRjycVteOetUDGZs9,"0
",0.617,4,0,0.00088,271173,4,0.699,-5.123,0.0308,0.00325,105.07,0.269,0.487
Everything Changes,Staind,41nZapWA83isqNHXgiRDVT,"36
",0.498,4,1,0.174,239533,3,0.629,-4.955,0.0335,0.0266,125.019,0.367,0.0748
Stacked Actors,Foo Fighters,2AiEX7TdPHXr2GTXusS0mm,"0
",0.502,7,1,0.00342,256467,4,0.934,-5.362,0.0524,0.00145,134.881,0.162,0.64
Cat People (Putting Out Fire),Giorgio Moroder,1LubxhjpJK55MXMvsiVk9H,"0
",0.691,0,0,0.000742,405560,4,0.477,-14.892,0.0431,0.0385,117.806,0.0649,0.296
Initials B.B.,Serge Gainsbourg,5FyGFevTnI1FMiSMoDCQFd,"0
",0.503,3,1,0.57,215427,4,0.67,-8.492,0.032,0.00205,101.653,0.0465,0.642
Adagio,Lara Fabian,6pYsDNjIuCozgiKme7cKkG,"0
",0.329,2,0,6.39e-05,266867,4,0.388,-9.854,0.0302,0.284,128.508,0.106,0.0683
Hit Or Miss,New Found Glory,5cWW0qGme9hnEtlPIT7qJ5,"0
",0.418,4,1,0.000155,202893,4,0.986,-5.475,0.111,0.000157,175.347,0.236,0.602
It's Dangerous Business Walking Out Your Front Door,Underoath,6MdAoknD4tWcqYm7J0SQGh,"50
",0.402,9,0,0.000277,238573,4,0.956,-3.672,0.309,0.00701,134.85,0.144,0.125
The Siren's Song,Parkway Drive,7BMHwgPFeMIKYBBUGwtSv0,"0
",0.235,1,0,2.42e-05,184599,4,0.954,-4.352,0.132,0.000124,99.391,0.131,0.413
Lavender,Marillion,6Zv2wnfwAfZwPdAWKfVqBJ,"0
",0.363,9,1,0.0266,221267,4,0.479,-9.0,0.0284,0.442,132.709,0.0747,0.222
Good Life,Francis Dunnery,6vZAz6PPpQjdksA4Jv6h6C,"38
",0.387,1,1,1.43e-06,209307,3,0.289,-8.365,0.0285,0.826,137.705,0.114,0.385
In Repair - Acoustic,John Mayer,3RMq7XrI3UtLXZBESe69fk,"38
",0.493,2,1,0.00662,347133,4,0.315,-7.359,0.0287,0.834,139.514,0.107,0.243
Knockin' On Heaven's Door - Live In London / 1992,Guns N' Roses,3jPFK3Fx7CB1hZKd4em3uL,"0
",0.258,6,1,0.00851,447333,4,0.888,-6.018,0.0886,0.00193,73.841,0.995,0.355
Biscuit,Portishead,1jQOkDI456dkXWCKdY85mj,"0
",0.743,8,0,0.0528,303485,4,0.458,-7.993,0.0814,0.763,136.037,0.0632,0.348
I Miss You,Incubus,4CdNImCSCbPBBBTN8w25GG,"0
",0.666,2,1,0.00131,168667,3,0.603,-7.314,0.0258,0.00031,116.84,0.0993,0.195
Para tocar el cielo,Tontxu,7CapP8ZId7z0Dvhgz4xa83,"24
",0.539,1,1,0.000129,191373,4,0.249,-10.604,0.0347,0.959,130.763,0.109,0.407
You've Lost That Loving Feeling - Live,Elvis Presley,4oOcs2udZMfCAVPxQGAJ1w,"0
",0.401,7,1,0.000207,260440,4,0.347,-11.089,0.0321,0.473,78.057,0.637,0.33
Nightrain - Live,Guns N' Roses,2bHnbHP9lcsavDoIzDCSZF,"0
",0.274,1,1,0.479,318400,4,0.985,-3.792,0.131,5.48e-05,152.281,0.553,0.292
Mony Mony,Billy Idol,3GfGTJ2xzC0rqKgdjNJLOC,"62
",0.701,1,1,0.0,300213,4,0.758,-5.568,0.0405,0.004,135.188,0.13,0.344
Coin-Operated Boy,The Dresden Dolls,2OcJNw7K8cYs4FKoh8aEow,"45
",0.631,7,1,6.48e-05,286413,4,0.455,-8.541,0.151,0.653,134.772,0.048,0.543
High and Dry,Radiohead,4B3dL0tGTyuCFrNC5cBVfh,"0
",0.418,4,1,0.0177,257480,4,0.383,-11.782,0.0257,0.0718,87.773,0.0896,0.352
Empty,Ray LaMontagne,1g0tMEHyggKOZO8R3bn7K0,"0
",0.486,2,1,0.00246,317280,4,0.382,-13.881,0.0317,0.469,81.234,0.113,0.398
Don't Leave Me,blink-182,56i2Dhopu7nggFkMEsUq8l,"0
",0.321,9,1,3.47e-06,143560,4,0.94,-7.023,0.0966,0.00728,145.471,0.289,0.243
Endless Summer,Cascada,5cxgm2ascBmjflk8fQfqZM,"21
",0.591,9,1,0.102,204640,4,0.964,-7.475,0.0445,0.00545,140.013,0.318,0.695
Superstar,Carpenters,7nUW97W3p6jAjAWZqEVKPv,"0
",0.306,8,1,4.89e-05,231507,4,0.253,-11.177,0.0294,0.728,83.175,0.138,0.171
Thriller,Michael Jackson,3mCHHqfRktiCRetZ1KiJHE,"0
",0.773,11,1,0.000228,356373,4,0.832,-5.759,0.0735,0.0981,118.539,0.908,0.769
Hitler In My Heart,Antony and the Johnsons,5hKO6e5f0OYyXtRMraUzfF,"0
",0.325,1,1,0.0979,212853,5,0.34,-11.096,0.0328,0.768,99.817,0.108,0.182
I'm Raving,Scooter,1rDAd3agsX3H3nyrDV6pdv,"18
",0.61,0,0,0.000713,190107,4,0.955,-10.059,0.0658,0.00967,139.026,0.517,0.279
Dead Ringer for Love (with Cher),Meat Loaf,6LR5yuN6XStHDZiusCxqYe,"48
",0.287,10,1,0.00924,260693,4,0.975,-8.732,0.0796,0.185,169.424,0.46,0.441
Mudfootball (For Moe Lerner),Jack Johnson,4VCRdWroxDgPGjIGEXDgyB,"0
",0.793,7,1,0.0367,183667,4,0.756,-10.234,0.0539,0.313,96.59,0.0906,0.972
I Surrender,Rainbow,7LFvdW2NzuuGBZo02wShNI,"0
",0.49,7,0,0.0,241893,4,0.86,-5.284,0.0573,0.132,132.673,0.215,0.795
Victoria - EP Version,John Mayer,40ZTjXyD4bReYyF6OKphKG,"0
",0.682,7,1,0.0019,227040,4,0.264,-11.915,0.0378,0.865,72.891,0.102,0.219
Just For,Nickelback,7jdwRG5XVcb8A3yQ3bXv8B,"43
",0.557,5,0,0.00692,243200,4,0.946,-5.383,0.0483,0.000128,112.05,0.105,0.741
Be Quiet and Drive (Far Away),Deftones,4Uiw0Sl9yskBaC6P4DcdVD,"64
",0.206,1,1,0.827,299867,4,0.965,-5.116,0.079,9.91e-06,92.615,0.367,0.168
Fröken Svår,Lars Winnerbäck,3R93eXWaLZYu09P5Eny3lD,"0
",0.598,9,1,0.0,87507,4,0.543,-9.95,0.0374,0.814,145.626,0.126,0.9
Star Guitar,The Chemical Brothers,19mC6xktT1JyyycK6cQaXA,"54
",0.492,5,1,0.872,387173,4,0.956,-4.186,0.0472,0.00892,126.968,0.288,0.36
Back To You - MTV Unplugged Version,Bryan Adams,37VCy5dwI5NEMMVREskGas,"0
",0.486,9,0,0.0,270327,4,0.879,-5.407,0.0317,0.0415,125.572,0.357,0.781
How I Could Just Kill A Man,Rage Against The Machine,0lddWGDcWe5C5FaLwtOu1Y,"0
",0.596,7,1,1.35e-05,244840,4,0.94,-3.654,0.104,0.00108,95.655,0.303,0.55
Super Honeymoon,Owl City,1wb0uvvsKYte1KwyP9J4FM,"29
",0.635,11,1,0.000437,200640,4,0.686,-8.015,0.0329,0.0203,132.989,0.0715,0.969
Burn - 2004 Remaster,Deep Purple,7mgaOxJqCvGFG317Q37WWc,"32
",0.329,0,1,0.000367,270653,4,0.943,-5.663,0.0484,0.0323,99.059,0.34,0.466
Dig, Lazarus,6Cs5VBjKW7G5AbXOhnIhqe, Dig!!!,0.637,11,1,0.0,251813,4,0.844,-4.248,0.04,0.148,112.62,0.226,0.816
Hand Of Doom,Manowar,4RvHLu18XXqxKMHBoArX3k,"0
",0.539,5,1,0.0428,349973,4,0.965,-5.82,0.143,4.22e-05,105.019,0.184,0.109
Aksjon På Ål - Live,Hellbillies,4IXMZ1Eznihm6jYHbn9MYl,"22
",0.361,9,1,2.39e-06,164373,4,0.917,-5.111,0.057,0.36,168.286,0.776,0.906
Stray Cat Strut,Stray Cats,6prmiVokCCQB1VAYhq5TGJ,"47
",0.671,0,0,0.00735,195067,4,0.454,-14.324,0.0385,0.169,132.109,0.0871,0.681
Brothers In Arms - Live Version,Dire Straits,4xfgxdj0YvwSul4v4MSIRJ,"0
",0.152,8,0,0.832,535440,4,0.48,-11.21,0.0337,0.447,69.297,0.953,0.192
Bottled,In Flames,0FkoeCJYKU71Y1IGY1wSdd,"0
",0.389,1,1,0.917,257080,3,0.961,-6.39,0.18,9.99e-05,159.765,0.0709,0.193
De cara a la pared,Lhasa De Sela,6Q48T7NHDze7TMJOYEgoaK,"0
",0.609,2,0,0.0396,256093,4,0.415,-13.868,0.0361,0.769,121.166,0.388,0.348
Rock The Night,Hellsongs,5uJcu8ZVfcGRXXPRXQAziy,"0
",0.534,4,0,0.0103,272867,4,0.186,-12.485,0.0338,0.928,124.992,0.117,0.21
Puto,Molotov,20pmVJoqcnabJJO6OCW1ZS,"56
",0.827,1,1,6.51e-06,127400,4,0.777,-5.385,0.0894,0.0149,120.048,0.0656,0.75
Black Diamond,KISS,1KrrmFigXCpo7U9CRaU2lE,"0
",0.339,8,0,0.0101,313467,4,0.618,-9.616,0.0559,0.0878,132.673,0.0734,0.179
This Love,Pantera,0Yfpc5zHc9pElVCQ1bPlF4,"60
",0.402,6,1,0.323,393706,4,0.73,-9.327,0.0455,0.000312,104.527,0.103,0.296
Becoming,Pantera,3iV11AiIEDIOVjKy3kgjld,"53
",0.578,0,1,0.00513,185093,4,0.896,-5.699,0.0497,0.00104,129.843,0.126,0.576
Maha-kali,Dissection,71wYWbqX2fqmQBsPy7x8Fc,"0
",0.573,1,0,0.114,366333,4,0.86,-4.743,0.0312,3.82e-05,109.03,0.0881,0.655
Feliz Navidad,José Feliciano,5rgStA2VSw8K6jragj6yBx,"29
",0.514,2,1,0.0,181812,4,0.829,-8.987,0.0377,0.553,148.806,0.341,0.964
Stand,R.E.M.,6reHABy1sGPaQ1JkfIwvQY,"0
",0.641,4,1,0.0,191373,4,0.86,-5.281,0.0282,0.329,109.302,0.115,0.895
Oceans Of Time,Axel Rudi Pell,3y7AEtwdYShM43R81VT1Eg,"0
",0.478,5,0,0.0,466867,4,0.505,-8.082,0.0269,0.0141,67.941,0.0688,0.192
Master Of Puppets - Instrumental Version,Apocalyptica,7vgKJOLPFo6EqEk0jZP3R3,"0
",0.487,4,0,0.865,436867,4,0.584,-11.344,0.0378,0.255,114.819,0.261,0.515
Just One,Hoobastank,7lj0eEBwqe3ZqzFuec4Vay,"0
",0.424,1,0,0.0,199600,4,0.988,-4.291,0.182,0.00774,169.997,0.369,0.255
I Want to Conquer the World,Bad Religion,5E4MtBoFdkuNTEqYC23TSH,"0
",0.3,11,0,0.0,137773,4,0.989,-4.076,0.153,0.00302,155.995,0.298,0.474
Wait for the Wintertime,Yeasayer,6MO1rl3Ssiokey5sEZ3KmM,"0
",0.479,9,1,0.0237,292347,4,0.765,-5.27,0.0345,0.0203,120.595,0.116,0.292
Frgt/10 (Alchemist Reanimation) [feat. Chali 2na],Linkin Park,74vx4esXPmbR3TFhqpOtyc,"43
",0.631,7,0,0.0124,212293,4,0.736,-6.96,0.0682,0.0336,95.091,0.3,0.645
Boy With The Bubblegun,Tom McRae,0P6WDkn3CK5nKgsd51NARx,"0
",0.463,1,0,0.0,181907,4,0.156,-10.691,0.0351,0.736,94.059,0.218,0.152
Now You Tell Me,Jordin Sparks,1QEyUi6S0QZNCiy06WOkCw,"7
",0.527,6,1,0.0,186921,4,0.688,-5.194,0.0302,0.473,109.875,0.11,0.349
Äntligen på väg,Håkan Hellström,3sKpv29OT60Bj1nqMTk5vp,"30
",0.44,5,1,0.0178,148840,4,0.58,-7.815,0.028,0.366,94.042,0.459,0.352
Never Seen the Light of Day,Mando Diao,2pgU0wGVGPuApoFIvyvbzZ,"33
",0.213,9,0,0.00996,253013,4,0.871,-5.046,0.0631,0.00169,156.854,0.0903,0.326
Somebody,Depeche Mode,62uDohtaQGUuRPnd9yaiou,"0
",0.347,7,1,2.95e-05,267427,4,0.214,-21.842,0.0365,0.898,77.809,0.267,0.473
Cherry Oh Baby,UB40,216gwPMcns8jp3YAHf8G7L,"22
",0.784,7,1,0.0157,198333,4,0.262,-16.016,0.0679,0.00375,75.542,0.085,0.815
Love Profusion,Madonna,4p6RwyNujCuF1I6tVu4lNS,"14
",0.702,6,0,3.69e-05,216027,4,0.467,-8.026,0.0403,0.239,119.956,0.188,0.705
Soñaré,La Oreja de Van Gogh,4gH3ZZgTokyO3ytwa9tr1I,"40
",0.634,9,1,0.0,215133,4,0.798,-5.69,0.0392,0.294,109.985,0.732,0.76
See Me, Feel Me,6apY0slN5xSpb7u8Azlpyu,Scooter,0.442,8,1,0.0195,249053,4,0.998,-5.247,0.062,0.00032,146.023,0.0742,0.715
Seven Days,Sting,1dzLiXZuNm8GD01JPfPAyf,"0
",0.693,0,1,2.09e-05,278200,5,0.463,-10.742,0.0322,0.108,92.033,0.0758,0.602
Mílanó,Sigur Rós,6pTFphd3yM7YDTSWXYT5yl,"31
",0.181,2,1,0.872,638080,4,0.323,-9.909,0.0353,0.924,109.34,0.0514,0.0389
Pedestal,Portishead,2pLd3HDEudPVQYdQpdB8BD,"0
",0.587,0,0,0.659,219382,4,0.481,-10.506,0.0677,0.148,168.494,0.133,0.416
A Kind Of Magic,Queen,0yio63Yt0mvHFmUqNDdNMW,"0
",0.68,9,1,0.00342,264627,4,0.511,-14.143,0.0392,0.00261,130.117,0.125,0.712
Captain Kelly's Kitchen,Dropkick Murphys,1MXfgQtcbdsXejXgwZFMMH,"0
",0.311,9,1,0.0,168840,4,0.995,-1.887,0.176,0.0108,144.552,0.353,0.648
Revolution 909,Daft Punk,5pgZpHqfv4TSomtkfGZGrG,"55
",0.745,11,1,0.846,335027,4,0.716,-7.918,0.136,0.0265,126.527,0.246,0.828
La Banlieue,Beirut,0QMcn2NfUrJVqZSZZQrZul,"0
",0.534,11,0,0.391,117533,4,0.294,-16.882,0.0632,0.991,124.864,0.141,0.555
Don't Cry For Louie,Vaya Con Dios,4HSkgkIlbz1tCAP4XRmn1B,"46
",0.634,4,0,0.0,183227,4,0.26,-17.017,0.0502,0.264,89.282,0.423,0.764
With My Own Two Hands,Ben Harper,1Xb8GfUSYCqAkcNrd6pW0M,"48
",0.757,4,0,8.64e-05,274693,4,0.706,-6.754,0.294,0.0179,80.528,0.152,0.872
Pictures,System Of A Down,7HrfTulCGFFQQNIR3L2rrr,"0
",0.516,0,1,0.468,126307,4,0.897,-2.451,0.0582,0.000271,154.852,0.164,0.579
Dude (I Totally Miss You),Tenacious D,4FUQkOy81odrVuAzloqahI,"23
",0.627,4,0,6.92e-05,173640,3,0.478,-7.141,0.038,0.17,129.962,0.301,0.378
Hate This and I'll Love You,Muse,1uz7XNGIPwugpFvRqQ5XtQ,"42
",0.235,2,1,0.122,309560,3,0.442,-8.752,0.0322,0.0572,156.229,0.0611,0.0551
I Got You Babe,UB40,3UNa2iZNHZ8cDvzXSNVrUZ,"47
",0.754,5,1,2.91e-05,189733,4,0.73,-8.412,0.0756,0.111,173.638,0.0985,0.869
Spooks In The Attic,Edguy,4DZVJjzLcBTd9K7s8ZJETO,"18
",0.51,1,0,1.09e-05,243560,4,0.989,-2.715,0.0631,0.000236,95.013,0.0218,0.559
The Jetset Life Is Gonna Kill You,My Chemical Romance,7HKfrU3iuEFrKxTAfVznrG,"57
",0.494,2,0,4.45e-05,217733,4,0.971,-3.868,0.0546,0.000389,125.019,0.0978,0.185
Ready, Set,0M74OkcGhed9MglqoVfljN, Go!,0.487,3,0,0.0,213624,4,0.94,-3.331,0.0658,0.0394,139.977,0.301,0.508
Notorious,Duran Duran,1stJclD9IGUbxtUnl8CzG3,"38
",0.815,0,1,1.41e-06,258000,4,0.626,-13.406,0.0553,0.504,106.47,0.0372,0.825
Life In The Fast Lane,Jill Johnson,48Ipu3TuIlqg9gpA5kIgRM,"1
",0.611,9,1,1.45e-06,277920,4,0.84,-5.033,0.0347,0.0039,117.976,0.31,0.686
When I'm With You,Westlife,3bi2FJVPD76wt0W4TO4x47,"0
",0.592,9,1,0.0,250733,4,0.703,-6.129,0.0474,0.11,119.89,0.0844,0.273
Beautiful Freak,Eels,6YoxbOKURu28BDosHnvSX5,"0
",0.308,0,1,0.04,214040,3,0.177,-15.125,0.0374,0.925,139.719,0.0889,0.087
You Don’t Know What Love Is (You Just Do As You’re Told),The White Stripes,7656NM1wkhJbyWKDUrIgWe,"35
",0.408,9,1,3.38e-05,234280,4,0.758,-5.462,0.0492,0.0199,83.472,0.231,0.585
The Thin Line Between Love and Hate,Iron Maiden,6CdUlbWQYkuRn2hjaF5x4M,"0
",0.24,6,0,0.134,506760,4,0.959,-4.244,0.167,0.00241,166.089,0.663,0.278
Makes Me Wonder,Maroon 5,1CetnEx843dN0s9fT0CMhc,"0
",0.803,7,1,0.000358,211080,4,0.851,-2.429,0.0357,0.00485,113.996,0.0577,0.881
Hercules Theme,Hercules & Love Affair,5Y6j5OOV7RxICBWhPvc5Ju,"42
",0.735,7,0,0.781,268836,4,0.644,-6.182,0.0291,0.0215,105.988,0.329,0.862
The Bitch Song,Bowling For Soup,6fqwx5ErIuOQ8gXQFCG6j5,"32
",0.379,7,1,0.0,203000,4,0.674,-5.803,0.0358,0.00191,165.475,0.258,0.356
El Increíble Mundo Donde Habitan Los Calcetines,Los Delinquentes,7CqEppIXUIMBJ64mURK5W8,"0
",0.536,11,1,0.000249,67307,4,0.497,-7.839,0.0292,0.335,113.293,0.67,0.387
Why Can't I Be You?,The Cure,5YfAolxyFW2uk58CYvvGqI,"0
",0.616,0,0,3.55e-06,192907,4,0.969,-3.125,0.0514,0.275,107.626,0.0637,0.666
Brighter,Paramore,3GoNxPKPZPaAAZVQZ003TI,"53
",0.501,9,1,1.84e-06,223280,4,0.929,-2.989,0.0539,0.00523,146.982,0.167,0.455
Smalltown Boy,Bronski Beat,0FrCX7P2C2hcRTcuhjEvK4,"0
",0.679,10,1,0.0709,303307,4,0.564,-11.247,0.0267,0.529,134.586,0.275,0.926
Werewolf,Cat Power,0IxRMDAABtb3st5RH69aCT,"0
",0.425,9,0,0.0148,245293,4,0.11,-14.07,0.0292,0.446,94.049,0.112,0.271
The Sound of Silence,Paul Simon,4YFRvewBPozzyXqSgHYUfi,"47
",0.471,2,1,4.68e-06,186707,4,0.313,-13.201,0.0406,0.661,108.703,0.0841,0.364
If Leaving Me Is Easy,Phil Collins,54zVyaG65IF8iuRYtFY9u9,"0
",0.339,3,1,0.00485,295760,4,0.0813,-24.557,0.0371,0.7,115.71,0.308,0.131
River of Sorrow,Antony and the Johnsons,1zXp2fN4Ud4TKuvUturp9Y,"0
",0.32,8,1,0.0777,243493,3,0.368,-9.564,0.0295,0.694,101.383,0.576,0.19
A Wolf at the Door,Radiohead,2j5bSddKxs3rKVaUxHOA26,"0
",0.48,7,1,4.23e-06,201333,3,0.675,-7.134,0.029,0.265,138.784,0.235,0.37
Kiss, Kiss,5sg6DLOOvwdS6PZG5mLPsM,Yeah Yeah Yeahs,0.379,9,1,0.00026,163933,4,0.985,-4.546,0.23,0.0866,157.389,0.125,0.323
Shotgun Blues,Guns N' Roses,0jM4nfKmkjzrnRQwyuAEMA,"0
",0.244,8,1,0.677,203000,4,0.994,-6.782,0.201,0.000918,191.225,0.135,0.203
Walking On The Moon,The Police,275KAjHjZOtnTVWZ2Kcr7k,"0
",0.658,2,0,0.00598,301813,4,0.355,-13.634,0.0405,0.00638,145.928,0.228,0.417
Change The World,The Offspring,21vmEDyO0Q9O5bUucTL41J,"0
",0.356,11,1,4.19e-05,383507,4,0.285,-5.333,0.0487,0.102,166.131,0.385,0.965
Have You Got It in You?,Imogen Heap,4QiTDOhlBG0p7DfeZRkcay,"14
",0.238,2,0,0.00198,249053,4,0.482,-11.543,0.0368,0.671,82.992,0.0843,0.143
Auto Pilot,Queens of the Stone Age,5CevCOICUjEKS2h5DJZPgD,"0
",0.382,11,0,0.0475,241040,4,0.74,-4.626,0.0385,0.502,79.052,0.562,0.431
Stay Positive,The Streets,1eK8LMokAdUm1u7w4eM2Xc,"42
",0.673,5,1,0.000235,375867,4,0.573,-6.109,0.0343,0.172,93.06,0.242,0.429
Video Killed The Radio Star,The Presidents Of The United States Of America,0fpMSOW6Zy9j6azF3zfHlu,"45
",0.578,1,1,0.0,202733,4,0.713,-6.868,0.0578,0.184,140.72,0.102,0.741
Come Back to Bed,John Mayer,43BgEsTYiKd47ZalUInsds,"0
",0.482,9,1,0.0208,323707,3,0.55,-4.485,0.0267,0.392,114.435,0.111,0.353
Twilight,Vanessa Carlton,2sTQ6TPK6tm8H1YeWUDNa4,"0
",0.408,4,0,0.0,289000,4,0.235,-8.685,0.0308,0.884,90.428,0.0716,0.192
Dysentery Gary,blink-182,2z81HPsNYkq6eoH7IqmEJB,"0
",0.311,2,1,0.0,165200,4,0.896,-5.742,0.0467,0.000747,111.406,0.291,0.679
Last to Know,Bullet For My Valentine,3VCtGbUafExxtdGnPYY8A5,"30
",0.368,7,1,5.54e-05,195747,4,0.99,-3.219,0.0529,0.000192,100.032,0.293,0.663
We Don't Need A Hero,Edguy,5uTDVWYbR8GfW5ss1qgPXF,"0
",0.394,6,0,0.00376,329240,4,0.975,-4.288,0.0998,1.17e-05,156.015,0.0746,0.321
Beyond The Sea,Robbie Williams,3R0dnuJCoEGyowPyBBERrO,"0
",0.61,5,0,1.7e-06,1694907,4,2.02e-05,-14.687,0.416,0.627,134.919,0.0863,0.205
Electric Red,Meshuggah,7nrJ5usA4Ydp2feVrVW8lB,"0
",0.501,1,1,0.915,351040,4,0.991,-6.416,0.0648,3.37e-05,109.932,0.342,0.359
Testify,Rage Against The Machine,7jg0HVciEUNoeeopsFD3DU,"0
",0.47,7,1,1.09e-05,210133,4,0.978,-5.399,0.0727,0.0261,117.906,0.356,0.503
I'm On Fire,Bruce Springsteen,4bSWx86yHmy6OOMsQPU60F,"0
",0.615,1,0,0.0859,154267,4,0.267,-22.618,0.0382,0.658,88.409,0.0679,0.842
End of Days,Bullet For My Valentine,5vJi1SLf3lKJo5TuiSMzMt,"31
",0.356,0,0,4.65e-06,258400,4,0.989,-2.621,0.0807,0.000207,102.019,0.0421,0.452
Only Heart,John Mayer,3ShZfzP7F2nxXqxII617H0,"0
",0.664,5,1,0.000317,228907,4,0.839,-2.619,0.034,0.0372,120.942,0.103,0.949
The Vowels Pt. 2,WHY?,4UysQvyxRugoXBbmAXPB7x,"0
",0.46,8,1,8.38e-06,246080,4,0.793,-5.21,0.0381,0.517,126.85,0.197,0.135
Holy Thunderforce,Rhapsody Of Fire,3MXsNIQzeMNdZq6IOGqw22,"0
",0.353,2,0,0.0,261747,4,0.932,-2.847,0.0549,0.0118,180.002,0.0609,0.455
Another Cup Of Coffee,Mike & The Mechanics,4rHEV8Qqu9AgVHvxMH8iVc,"0
",0.683,10,0,0.0,258933,4,0.722,-7.455,0.0259,0.131,131.978,0.0444,0.745
Breakdown,Daughtry,6VmpcQ6jK7oSOPaR8ppyCt,"36
",0.433,5,0,0.0,241441,4,0.903,-3.542,0.047,0.0491,154.014,0.141,0.361
Misery,Good Charlotte,1bOrmRBWd33J7WIKsLOJ1F,"0
",0.343,11,1,0.0,229373,4,0.977,-1.708,0.223,0.0747,123.284,0.345,0.564
Take Me,Papa Roach,3h9FkH5zGKiUspzj6Fnb0o,"0
",0.502,1,0,0.0,206013,4,0.96,-3.827,0.0713,0.00604,93.759,0.547,0.292
The Road To Mandalay,Robbie Williams,5iWa27IZ9UyXm0TJTod0y5,"30
",0.624,5,0,5.68e-05,239947,4,0.676,-8.121,0.0291,0.111,99.258,0.156,0.529
Lovely Head,Goldfrapp,1AJ2nnlhd3LrES1oKF5S5s,"0
",0.481,5,0,0.939,229827,4,0.413,-9.863,0.0278,0.682,109.001,0.149,0.053
If You Could Read My Mind,Gordon Lightfoot,0QAZgZkHYERH1rYN3u8Gci,"45
",0.612,9,1,7.86e-05,228840,4,0.24,-12.821,0.033,0.745,122.565,0.115,0.223
Time Won't Let Me Go,The Bravery,36n78UqAR0JXLLJakCXW1k,"0
",0.387,0,1,5.13e-05,251320,4,0.864,-4.776,0.0322,0.0014,154.766,0.44,0.417
Streamline,System Of A Down,2lTKKtYROymhvYINjZfsfW,"0
",0.395,0,1,0.0333,217600,3,0.855,-3.001,0.0356,0.000125,130.892,0.16,0.472
CD Bonus Track: No Coke (Float Rmx),Dr. Alban,0GzSxtTttSjIkSKgP5IvvV,"25
",0.89,5,0,0.0,229133,4,0.562,-16.341,0.0647,0.363,95.972,0.0827,0.951
