name,artist,id,danceability,energy,loudness,speechiness,acousticness,tempo,liveness,valence
Smooth MF,Agho,4bjIb86XioJUc5wZeFtxaz,0.893,0.499,-8.338,0.0933,0.729,105.016,0.106,0.785
Addicted,Niniola,2Fe6EMMfioG5rQjYkA8A2Y,0.793,0.746,-4.924,0.0485,0.0154,111.001,0.0833,0.398
Pon Mi (feat. Tiggs Da Author),Navy Kenzo,6OKjHXjNPBPp7VvfsIUrx2,0.809,0.777,-5.185,0.088,0.284,109.983,0.188,0.367
ODO,Wendy Shay,5GtTYls4ZtG25Pgtu8Dqhs,0.726,0.773,-7.917,0.0973,0.668,105.0,0.347,0.506
AWAY,Oxlade,2fu4D1jrlwF1go7S2Fr3qD,0.728,0.711,-8.315,0.187,0.228,104.849,0.0923,0.712
Badman Love,Skales,1Gxs62k5Y6TrP7AoJy2jr6,0.87,0.68,-6.596,0.158,0.141,97.022,0.0595,0.727
D & G (feat. Summer Walker),DaVido,0xr7t6jQWzFsZ9XwfcxAu7,0.525,0.567,-7.263,0.176,0.0877,96.926,0.0774,0.685
Call,Joeboy,0Tfeagn4SfS9qWtxOJEcVC,0.761,0.633,-6.319,0.0409,0.391,100.005,0.101,0.712
Amaboko,Rayvanny,6hyUD5mV4CDleuUnj0NnA1,0.902,0.854,-2.913,0.109,0.0969,119.977,0.108,0.651
Masupa,Kabza De Small,5Id1TX4vQxyUc6dapFxMnM,0.846,0.547,-13.986,0.0499,0.0442,112.999,0.0654,0.599
LEAVE ME ALONE,Amaarae,49SovKCn7luV5W20NAvj5Z,0.752,0.634,-6.764,0.0928,0.523,99.975,0.102,0.521
Grand bain,Dadju,2E7X83kz4UKeqOTTQyibHl,0.63,0.393,-10.762,0.183,0.88,145.051,0.0894,0.166
Ojoro,Terri,7HM3WyOHG3Nm6Ck5aZaFKF,0.865,0.801,-4.665,0.0887,0.128,109.978,0.114,0.803
Abracadabra,Boj,1Jrrjn30MNNzetRHTwGxvw,0.735,0.696,-7.097,0.0574,0.0562,94.973,0.0594,0.955
Wettin Dey Sup,Burna Boy,4Br1LAkqDAIwgEkkuXKZxJ,0.756,0.578,-6.357,0.201,0.578,101.789,0.343,0.7
Tattoo,Fireboy DML,4TmZxPK1BbFQtPR2zmbhQN,0.633,0.477,-9.676,0.105,0.427,94.748,0.11,0.384
Baby I'm Jealous,Mr Eazi,5lAOltJO0aw2FUP5Use4cD,0.667,0.442,-7.069,0.291,0.148,107.092,0.102,0.526
Sweet Talk,Kwabsmah,3aIoIdYctH4UjY0XgKReGj,0.799,0.506,-7.203,0.247,0.179,106.972,0.0653,0.931
What Type Of Dance,DJ Kaywise,5f4H93KNNXqNISpqhuJ2rU,0.91,0.741,-6.177,0.0797,0.114,125.056,0.133,0.648
Molo,Aubrey Qwana,1Jg0lG581ibc6gjzGbuRqo,0.679,0.495,-8.525,0.0371,0.568,98.001,0.0809,0.595
AG Baby,Adekunle Gold,0jRXd7px9NwqXroICToQbO,0.609,0.714,-6.084,0.0844,0.0484,183.803,0.546,0.68
Izintombi (feat. Skandi Soul),Mfr Souls,0GZaNuKgkHFj0S8gDEpDQH,0.837,0.829,-10.339,0.0471,0.158,112.989,0.168,0.301
Everytime,DJ Spinall,63MDlT75I1QKngHOVjvuTk,0.778,0.717,-3.151,0.128,0.224,100.043,0.119,0.458
Buga,Kida Kudz,45J5fNeDyhqGf6YHMivxNH,0.881,0.647,-6.251,0.154,0.282,104.964,0.163,0.722
Tesina Pot,Jaido P,2n5GCR0vM5DFLU91aqcG2b,0.843,0.779,-4.571,0.132,0.15,120.01,0.292,0.222
Tempo Sabi,Djodje,3FqWcsHQVo5aFBVUBJ465y,0.612,0.586,-8.668,0.0921,0.0981,187.917,0.11,0.505
Damn,Omah Lay,0qTbh1DLzauftSDhU9dZ3K,0.719,0.424,-6.157,0.301,0.582,144.292,0.0887,0.42
Woman,Rema,62N0RkCCs4XQXk7hgnpOXo,0.84,0.687,-7.203,0.1,0.115,113.038,0.115,0.678
Same Energy,prettyboydo,1YIxb3u5YLlDrxJu3A3DqS,0.903,0.727,-8.849,0.0474,0.331,113.044,0.279,0.968
Duduke,Simi,2rcH25kgOyS0cQbtiMkhQw,0.781,0.656,-4.105,0.106,0.552,96.083,0.131,0.595
MJ Remix - Remix,Bad Boy Timz,3ahc1QLluqgXqUcACXlbi6,0.612,0.657,-3.523,0.0758,0.163,112.598,0.107,0.586
Ndinewe,Gemma Griffiths,5QdOy6tnyjsVJRScdEq9pD,0.571,0.639,-6.242,0.0481,0.101,94.946,0.121,0.341
Pamela,Wauve,53LQQoBP6sBVFvNr3q3Fa0,0.784,0.733,-6.136,0.0992,0.127,100.012,0.026,0.717
Blue Monday,Vigro Deep,0zZxUj8YqaTyH6pen8RtFD,0.895,0.591,-9.037,0.0552,0.0157,113.0,0.0247,0.322
Pareke,Yung Felix,5O9pViO9CdD9FIP7KouuIG,0.733,0.72,-8.008,0.0669,0.028,122.064,0.104,0.633
Dumelang,Malome Vector,0RYvDCIlJFjS9vXwdP1orb,0.646,0.736,-5.765,0.347,0.2,165.127,0.108,0.691
The Climb Back,J. Cole,0FlfN5cbUUpIHCRH8X1M44,0.61,0.569,-9.447,0.345,0.0398,81.409,0.337,0.287
Chicago Freestyle (feat. Giveon),Drake,4wVOKKEHUJxHCFFNUWDn0B,0.735,0.449,-7.507,0.347,0.629,122.947,0.113,0.0397
"Good Morning (feat. Pusha T, Swizz Beatz & Killer Mike)",Black Thought,7evTceKtCaBbxoLIqICIVh,0.556,0.875,-4.675,0.312,0.093,92.117,0.0909,0.846
10 Points,Nas,6Zo2mEmX2k2LhHTdPSqpZq,0.476,0.751,-4.428,0.314,0.00431,170.386,0.227,0.169
Coco Mango (FloFilz Remix),MF DOOM,1JZW4KLFdvnpUfw3zSvsIl,0.545,0.56,-6.806,0.332,0.373,190.421,0.0976,0.598
Golden Ticket (feat. Masego & Common),Brasstracks,31m0lsXwk8PllevpApeiK3,0.712,0.672,-8.38,0.18,0.0546,97.964,0.617,0.597
Brick Van Exel,Boldy James,15rRLq13pwAJxlFXJL2Y9b,0.404,0.483,-11.312,0.219,0.729,145.751,0.116,0.521
Worthy,Dave B.,7HS1pBXfe1x1yvgYxYgep1,0.715,0.525,-11.606,0.386,0.803,98.043,0.0835,0.473
The Cure,Nas,5s5uXmeBIDEX7OKLlNjeI6,0.486,0.904,-3.472,0.262,0.265,84.924,0.206,0.659
Lemon (feat. Method Man),Conway the Machine,6NYfMOaLFdYDv5dfAdrpsZ,0.487,0.74,-7.395,0.198,0.507,76.074,0.126,0.48
Story,The LOX,4KFoTECooiL0M81gFO1pOs,0.614,0.885,-3.788,0.37,0.0555,90.959,0.0738,0.804
"Roots (feat. JID, Charlie Wilson)",Aminé,6CUd1vAgBaRiimFDJblyFb,0.55,0.76,-3.707,0.219,0.358,138.137,0.59,0.509
"Lockdown (feat. JID, Noname & Jay Rock) - Remix",Anderson .Paak,7HtNRW16rKIWHaHIoRWUbw,0.842,0.425,-8.467,0.371,0.305,100.098,0.0764,0.679
Don't Be Scared,Thurz,6KBTr74Jk8v7u5x4oU2ZyQ,0.697,0.681,-8.524,0.202,0.0829,122.825,0.146,0.28
Ultra Black,Nas,2FYxTPKpCizmrHnvBI1r0K,0.668,0.874,-4.312,0.342,0.113,96.544,0.578,0.63
Stone Killer,Dave East,2vbvR95xACQ0HZ8F82aKHI,0.524,0.922,-5.362,0.311,0.0474,152.106,0.282,0.8
Immaculate (Juice WRLD Tribute),Dibyo,2BtYHGZYAfuGyFUi1307id,0.731,0.303,-11.829,0.215,0.454,85.025,0.111,0.0364
Nu Wave,Boldy James,2jL8W9WcWSVMBICSunO9U5,0.387,0.445,-11.091,0.17,0.647,138.494,0.284,0.296
90' IROC-Z (feat. Wiz Khalifa),Curren$y,6o8unsrhX65oD3KSu2Cr1U,0.607,0.459,-9.955,0.129,0.546,85.106,0.168,0.577
Shine,Joey Bada$$,64Dy3qJDCFug6CySbswdbO,0.447,0.619,-4.301,0.25,0.0851,78.57,0.0965,0.468
man i is,Logic,0ERnYArznxdTBEIj1VSta8,0.754,0.778,-2.745,0.134,0.365,74.999,0.152,0.95
Deal Or No Deal,Benny The Butcher,7MwL6YEI64T34MoIuVaWA5,0.629,0.49,-12.05,0.366,0.221,71.074,0.153,0.646
B.Q.E,Kota the Friend,4KvlilbyIkDukYgD70F1Ve,0.73,0.557,-8.302,0.258,0.122,139.785,0.152,0.671
"Something to Rap About (feat. Tyler, The Creator)",Freddie Gibbs,5OkYfk72CNL8XLqa3gp9q7,0.406,0.524,-11.071,0.255,0.469,56.046,0.117,0.412
Afterlife,Flatbush Zombies,42dLRNmTqdwPZIiG0NRBWH,0.736,0.535,-8.564,0.0924,0.31,110.014,0.107,0.376
Front Lines,Conway the Machine,3uc06zKO3QPeN593S4c86K,0.592,0.833,-6.861,0.345,0.579,78.748,0.205,0.846
Valery,Black Soprano Family,5yNp66wlgpVKw6AjE3llWU,0.634,0.826,-6.049,0.412,0.201,81.089,0.126,0.694
Scottie Beam,Freddie Gibbs,15NQ3x1f2GUhqs8oBXhTqp,0.523,0.654,-9.531,0.216,0.815,79.192,0.211,0.544
Latin Grammys,Action Bronson,0PCjdStfS6Ezq5zekdlpLb,0.543,0.799,-3.995,0.321,0.175,170.031,0.697,0.769
Blue42,Thurz,1p0rEFH7z5NbW2k8xbiScx,0.566,0.803,-7.219,0.396,0.0411,158.128,0.0851,0.59
DINOSAURS,Lupe Fiasco,1T3oifufDVQ3BWwE71Tbny,0.625,0.555,-8.937,0.351,0.766,79.65,0.0979,0.35
LIVE FOR IT,IDK,182zV0LH22fLCZCjhYv7Kc,0.528,0.384,-11.798,0.361,0.736,87.898,0.104,0.365
Life,Lute,0EGCIajWTckUIeIaZSq8x9,0.501,0.666,-4.118,0.233,0.0887,83.449,0.233,0.599
GP4,Logic,1OmmCrliFMIWzNke437KHE,0.809,0.684,-3.578,0.273,0.282,85.009,0.241,0.857
The Light,Joey Bada$$,5LyK4EaVofQjOvJ4OGhdfv,0.497,0.595,-8.096,0.353,0.00528,171.322,0.136,0.232
WHOLE WORLD (feat. Maxo),Earl Sweatshirt,6zW8vtUkHvo6PfpYhh3T53,0.591,0.457,-11.706,0.419,0.572,141.157,0.11,0.375
Snow On Tha Bluff,J. Cole,1oOEkBNp4zWnkD7nWjJdog,0.586,0.512,-8.819,0.0668,0.723,75.857,0.119,0.235
Penthouse at The W,Rexx Life Raj,54hBzPzVeOQ9ItD7i5dpQ2,0.765,0.68,-6.972,0.471,0.127,124.087,0.0776,0.813
Pots and Pans (feat. The Cool Kids & Shorty K),Boldy James,5Xii2EVLQKSdNDc21k76jx,0.757,0.628,-10.503,0.241,0.797,92.036,0.142,0.847
SHOES (feat. Virgil Abloh),Lupe Fiasco,1temRfZlLfLyR8fOB1hAHx,0.54,0.707,-9.452,0.411,0.578,79.553,0.318,0.592
Thought Vs Everybody,Black Thought,6WpDDq3YmdK3fnW14PPygl,0.694,0.541,-12.498,0.396,0.0757,93.611,0.12,0.723
Belvedere,Boldy James,3MmTbKH6i0MJQNnrjYScNe,0.399,0.384,-11.474,0.101,0.927,151.676,0.16,0.734
The People (feat. Conway the Machine & Marc Scibilia) - Remix,Jim Jones,5hStlCafbjNV71efLNoEql,0.54,0.685,-6.139,0.222,0.535,85.094,0.111,0.43
Afeni - Remix,Rapsody,77ymVNBArfnwHEjaZEy1VI,0.66,0.619,-7.571,0.319,0.168,87.15,0.434,0.481
Live From The Villa,Russ,4fC70Ed1gmdcpCQ43kXM2r,0.778,0.648,-6.356,0.323,0.228,160.14,0.0511,0.301
Buffs vs. Wires (feat. Benny & Boldy James),Westside Gunn,2i2Ep8hbNYlIg9a9FZfBJP,0.365,0.861,-4.799,0.105,0.222,129.722,0.416,0.519
FEDS,Nick Grant,0X9tyUxH6fPN0C2BgESONf,0.48,0.982,-1.007,0.414,0.0351,182.174,0.183,0.51
Jose Canseco (feat. Stove God Cooks),Westside Gunn,0pg75GneusAcd0Wl1hiAsB,0.387,0.704,-7.224,0.105,0.601,76.752,0.546,0.813
On God,R-Mean,79wZZ4N1t2Nvlb8dPFeyMs,0.762,0.607,-5.989,0.405,0.112,124.703,0.416,0.354
L.O.V.E. (Living Out Various Emotions),Nick Grant,40kwsUx608ixKhCwq4r4RX,0.472,0.956,-1.421,0.165,0.695,85.504,0.498,0.864
Gal Policy (Remix) [feat. Tiwa Savage],Kranium,1m1hpsWirX4etODuD6GkbM,0.552,0.779,-2.281,0.242,0.338,130.751,0.249,0.653
Torpedo,Skillibeng,3dmAJuEsY2rCOoJAHEIp9Y,0.551,0.588,-9.291,0.307,0.734,127.919,0.258,0.647
WiN,Jada Kingdom,2OXEw9zJ3fVsjU3qW06eFB,0.506,0.7,-6.174,0.303,0.492,101.479,0.116,0.298
Ocean Wave,Alkaline,4eTwvH4pVt5U4kPfYgQQ19,0.674,0.723,-4.142,0.295,0.396,130.63,0.26,0.614
Breaking News,Dexta Daps,48OnqvjzYG8RYuyjXGquDg,0.716,0.663,-5.461,0.208,0.425,95.153,0.0873,0.513
Yamabella,Shaneil Muir,2XtrSZeRNtCGiMJX7Kjp01,0.654,0.572,-7.069,0.393,0.147,137.261,0.223,0.43
Yeng,Intence,7xbGqANsy17bMojaUcRtM4,0.958,0.611,-8.015,0.146,0.022,105.984,0.0877,0.579
Catch 22,Prince Swanny,1cc282JtAEefN7O792U5P5,0.738,0.757,-3.282,0.177,0.0388,93.989,0.126,0.416
Adrenaline,Boy Boy,59Az6reb7b1s4ca5okufE7,0.836,0.582,-6.356,0.262,0.502,100.09,0.111,0.39
Off White,Kappa,6dGXncbTqMIQrelq05yKaD,0.812,0.752,-3.796,0.236,0.329,134.374,0.194,0.456
Loco - Remix,Agent Sasco (Assassin),3n41zxL7ggMakWfLMfN9O3,0.719,0.757,-7.073,0.488,0.606,124.493,0.301,0.908
About Us,Vybz Kartel,48nDU04LSW7dUWMya9jguq,0.653,0.786,-4.978,0.345,0.0588,123.134,0.112,0.84
COOL AS THE BREEZE/FRIDAY,Chronixx,68Hl1nI7Ico8cgwkBtA9Fg,0.475,0.815,-4.698,0.301,0.37,103.987,0.107,0.479
Lockdown,Koffee,0izUjTuDrUy2FgQOSRALSU,0.779,0.72,-4.702,0.2,0.149,94.021,0.212,0.62
King inna War,Rytikal,0RC6tnuHyGaAZNA0A64nWd,0.62,0.599,-9.319,0.277,0.0782,99.691,0.108,0.674
A Nuh My Style,Moyann,2zbPQ4eWQEvywNRTDWUAAk,0.791,0.704,-3.599,0.0896,0.119,130.673,0.364,0.699
Feel Right,Projexx,6ZKKMGBcU8EoRYHEIx14kZ,0.895,0.679,-4.422,0.225,0.384,99.995,0.18,0.401
"Bad Gyal (feat. Skillibeng, Jucee Froot & Tommy Lee) [Divas]",Vybz Kartel,1vR8PqbhubXcvJ8yQJHBlF,0.539,0.707,-10.266,0.141,0.441,102.034,0.11,0.359
Brik Pan Brik,Skillibeng,5HaRoqxb0Y4aMW347qhTPG,0.598,0.579,-7.427,0.393,0.174,66.633,0.0927,0.657
Likkle Bit a Money,Govana,5hJTN6HCUk9geMEX2rifUi,0.841,0.782,-7.394,0.247,0.325,95.056,0.697,0.94
I Got You,Moyann,0OmN0X5OhGuRbgcD6fxt4F,0.551,0.715,-5.899,0.392,0.22,100.314,0.294,0.525
TWIST & TURN (feat. Drake & PARTYNEXTDOOR),Popcaan,24SDeYAeTFda8OUzVI1VR6,0.571,0.747,-4.659,0.17,0.478,106.253,0.116,0.635
Hotel (feat. Ty Dolla $ign & Burna Boy),Kranium,6XgFvGjZPOwMvvG8pUbMaw,0.553,0.66,-3.673,0.254,0.109,102.67,0.198,0.489
Shen Yeng Anthem,Shenseea,720ZYTSr4vSqcFYq2CTJKN,0.665,0.824,-2.231,0.303,0.144,105.798,0.307,0.673
Depend Pan Nobody,Alkaline,5xGVuiZ8y4e9lNuZm2FTWT,0.605,0.689,-4.806,0.363,0.145,130.945,0.0836,0.741
Baller,Teejay,7hTqrrw1Nd0rkjylinyaXU,0.733,0.774,-4.065,0.154,0.0343,96.491,0.304,0.314
In Charge,Kranium,64i5nlSe6eaMGjtKii1nOt,0.393,0.562,-4.879,0.191,0.161,217.333,0.0607,0.805
On My Mind,Mavado,2UpJT8mji5z6xcoOflvXtH,0.712,0.71,-5.533,0.197,0.334,98.229,0.111,0.634
Toast,Koffee,7sd72KZS8D59g5NmhxyHpJ,0.906,0.638,-7.917,0.256,0.0342,99.959,0.0725,0.789
Budum,Jada Kingdom,4yGNNviGXeLZlf70IwWwEK,0.599,0.732,-6.223,0.0851,0.223,95.015,0.09,0.398
Expensive (feat. Nicki Minaj),Ty Dolla $ign,0IAkpYTRomExXOUJonNMTR,0.862,0.519,-6.901,0.0798,0.0337,99.055,0.0695,0.262
NOTHIN,Problem,66bIZJo1rHOsYdYGeQ0GOX,0.846,0.499,-7.004,0.161,0.00751,96.04,0.0425,0.198
Scoring,Kalan.FrFr,2FFyCsZFbApXTI9atPcVtk,0.941,0.328,-7.679,0.0908,0.186,99.023,0.118,0.539
And You Know That,Warren G,5gvvxVAhrUGkpLBHhtdDAa,0.835,0.601,-5.776,0.0531,0.031,103.005,0.115,0.477
Don't Be Mad At Me - Remix,Problem,5BG9s0tpkw5ZPDsfhVzwRz,0.868,0.496,-6.885,0.217,0.18,100.047,0.143,0.212
In My Section (feat. Saviii 3rd & $tupid Young),Mozzy,1LIxdk0E4f60RPhJVPfmLt,0.603,0.792,-4.223,0.283,0.373,92.852,0.133,0.743
45,Kid Ink,52pbXzS6jMSE2MkDt3F0oT,0.769,0.491,-8.426,0.0772,0.793,126.161,0.0845,0.534
Killa,Rucci,0ZaBoieyOLg5QnyDZQeXak,0.761,0.543,-11.38,0.231,0.207,102.009,0.214,0.716
Ratchet Ass Bitch (feat. 1TakeJay),Philthy Rich,4SROm2okEiYyM1lqeWLtEz,0.847,0.676,-7.175,0.263,0.0781,102.828,0.12,0.425
Ain't Sweet (feat. Matt Ox),Buddy,01RgdpK4BiCLscCwQJl8gy,0.889,0.594,-7.187,0.268,0.179,132.028,0.295,0.845
CUT EM IN (feat. Rick Ross),Anderson .Paak,68wXv4DokvcOVNvuJ7FbWp,0.744,0.777,-5.577,0.353,0.461,158.052,0.767,0.813
When the Money Comes,Hit-Boy,3HSDqLIkNwnSwKLeeV5S6c,0.685,0.759,-5.566,0.306,0.0321,166.011,0.251,0.634
Outer Space,Rob $tone,3fBQbwOSDCBjGO06HTYh43,0.797,0.607,-8.513,0.221,0.0302,142.014,0.267,0.611
Felix Mitchell (Hosted by Dj Carisma),Rayven Justice,3z9pvUAneEFxmanoilBjWx,0.921,0.362,-9.361,0.607,0.402,123.076,0.0892,0.314
Drop A Tear (feat. Lil Baby),Bankrol Hayden,1b5bD9RZ2KFv34O9Dn5NNr,0.542,0.641,-6.746,0.377,0.0724,148.234,0.108,0.425
Paranoia / #1 Stunna,FXXXXY,3r4wZRhYjAhqW4QjK9Z0sN,0.615,0.725,-3.303,0.215,0.024,113.424,0.107,0.217
Drip Keep Going (with Key Glock),03 Greedo,5upwOWGAayOuoLZ2rsBL5B,0.775,0.501,-7.468,0.0711,0.00059,85.038,0.101,0.115
Tap In,Saweetie,4Hpib09wXgD84w4uwTPnYD,0.954,0.696,-7.117,0.204,0.00576,100.036,0.0754,0.432
"Look Up To Me (feat. Joe Moses, Rucci, Mike Wayne, Ackrite & Da Nosta)",RJMrLA,6LqUT6kx1nKvpr0WQ6rpte,0.89,0.469,-7.588,0.347,0.0816,96.079,0.137,0.332
On the Low (feat. Kodak Black),Shoreline Mafia,3esaWH2z62yl2daClRTk3U,0.786,0.701,-6.501,0.222,0.189,145.018,0.109,0.601
Hairless Horsemen (feat. Boogie),Guapdad 4000,1ydstJS3vinZmOtp7givV8,0.578,0.467,-8.393,0.315,0.49,81.233,0.102,0.221
"Lockdown (feat. JID, Noname & Jay Rock) - Remix",Anderson .Paak,7HtNRW16rKIWHaHIoRWUbw,0.842,0.425,-8.467,0.371,0.305,100.098,0.0764,0.679
Bounce Back (feat. Jay Anthony),Rexx Life Raj,6zsPaeGXa4UxM3EBzlFyjN,0.582,0.639,-8.429,0.37,0.484,170.208,0.0987,0.508
Black Is Beautiful,E-40,7v5j0xD17QpK5MgJGqXOsX,0.486,0.705,-6.915,0.287,0.0434,98.619,0.699,0.338
Baccstage (feat. Shordie Shordie & Wallie the Sensei),03 Greedo,2BTolNLEAlMvZxFyNRGhKM,0.667,0.52,-7.452,0.314,0.0034,190.025,0.11,0.236
Boss Up (feat. Bino Rideaux),RJMrLA,1gPMwD0cXHxHAHeYItmmqQ,0.781,0.547,-9.45,0.227,0.017,96.012,0.0713,0.604
Pretty Thug,Hit-Boy,5kyucNkIK5c4gSOyRL9WIR,0.85,0.622,-4.505,0.175,0.394,88.067,0.124,0.61
Change Ya Life,Shoreline Mafia,6FnCcVj0TjqZrIlQQLD7hT,0.893,0.635,-6.731,0.088,0.0105,100.005,0.107,0.285
Home VLone,03 Greedo,0ej7CLvaDWETE5AZGGxjsJ,0.801,0.467,-8.308,0.16,0.0234,84.002,0.0872,0.595
Respect My Cryppin’ (Remix),Blueface,3PDbTEFp7A7u4oUztl5Bt4,0.85,0.481,-9.124,0.494,0.0406,96.027,0.113,0.231
Get Me Lit,P-Lo,3NHIF5vQRcSN4sGbtL2E8M,0.849,0.377,-8.815,0.0672,0.00337,98.979,0.283,0.66
Mentor (feat. Problem),Too $hort,7AD67CcCsU0QGVhUitnYVq,0.579,0.594,-6.823,0.339,0.103,82.056,0.0959,0.377
Oh Man,YS,4IqzCNaWJl2bqgRgMa5UhL,0.812,0.536,-7.606,0.249,0.756,100.155,0.426,0.702
Orgasm Full Of Pain (feat. Deante Hitchcock),Guapdad 4000,77VQHwQf3PJe1BZuBLzYQt,0.674,0.572,-8.844,0.403,0.106,76.996,0.104,0.667
Lou Rawls,Hit-Boy,1uuX2AKA78MhXWDkYQQLeM,0.889,0.722,-7.097,0.275,0.143,96.05,0.0987,0.79
IRNWAP (feat. Bree Carter),RJMrLA,4k2zYWAllMP7l8dKRBe1Qy,0.943,0.483,-11.637,0.29,0.156,100.994,0.185,0.644
Perc Popper,Shoreline Mafia,6EeMWRDPBFpboU5DjA7Jrl,0.936,0.339,-9.297,0.751,0.0825,105.165,0.211,0.273
Stimulus Check,Rexx Life Raj,1nd6YkzmI0JuEMlfPtNDeB,0.609,0.399,-14.415,0.773,0.739,70.894,0.104,0.299
Bands In Da Basement (with Chief Keef),03 Greedo,6NajOG7IiN1p2KSVoJB3Zv,0.711,0.473,-9.365,0.371,0.153,160.094,0.108,0.192
Money Now (feat. Tyga & Johnny Yukon),KYLE,2P88a8aJtNJtlZBJhCCzOB,0.717,0.614,-7.975,0.299,0.166,174.072,0.0473,0.807
Traphouse,Blueface,6mwU8ykZeabKOgBedDmen1,0.736,0.43,-8.202,0.0836,0.0805,97.418,0.281,0.402
7 Mile x Seminary,G.T.,2GKZSyQfBeeRenuQPn8dSG,0.707,0.764,-4.978,0.356,0.147,169.877,0.12,0.465
No Home For The Brave,Guapdad 4000,3shN7koidanVTTjStHstRc,0.698,0.752,-5.366,0.339,0.302,159.03,0.157,0.442
Drop That Bag,Capolow,50JYnue7AV3to98mIPAcbu,0.845,0.495,-9.583,0.0479,0.0232,93.457,0.0823,0.523
Penthouse at The W,Rexx Life Raj,54hBzPzVeOQ9ItD7i5dpQ2,0.765,0.68,-6.972,0.471,0.127,124.087,0.0776,0.813
Bazooka,Facade Records,4P3j16LAe9XY74ieZGvGsI,0.529,0.764,-4.254,0.402,0.11,167.843,0.493,0.696
BRAND NEW,Bino Rideaux,0zLrRDZlIVFxpFssKNNf8D,0.633,0.696,-5.836,0.289,0.593,94.905,0.131,0.717
Yea Yea,Blueface,1kHAeOQmufpGAbbrjYLcQL,0.919,0.566,-6.14,0.301,0.0596,106.988,0.334,0.734
Faces,Buddy,4NjbzRRuJWs9EPtIhk4tvq,0.732,0.503,-7.54,0.16,0.157,119.781,0.277,0.445
Smackdown (feat. TOKYO'S REVENGE),Sueco the Child,0VvjVlceUyNxzxoXSClamg,0.814,0.819,-9.518,0.338,0.126,99.985,0.573,0.537
APESHIT,The Carters,62GXGpd73vslqIBHq8XqOx,0.706,0.785,-6.475,0.271,0.0131,160.033,0.164,0.377
Madness,Milli Major,3PTKYlo1SaBpp5WC9N38jP,0.823,0.585,-6.885,0.332,0.0137,140.001,0.0649,0.621
Move Ya Hips (feat. Nicki Minaj & MadeinTYO),A$AP Ferg,5esKpsrB3TbGHwFaAjIGMx,0.809,0.68,-4.883,0.222,0.0535,143.988,0.11,0.0653
Make It Rain,Pop Smoke,4TgHt7vKCimpywaiKfl0uj,0.54,0.77,-3.981,0.389,0.194,159.494,0.372,0.565
SWAG,YG,2ap9kKsIEiWa4bzsjqACEx,0.861,0.58,-7.07,0.338,0.0188,157.875,0.0767,0.805
Pilot,Zdot,7i3nP2LDwi3QXghe63gTzk,0.712,0.83,-5.762,0.338,0.185,141.084,0.136,0.559
APESHIT,Bree Runway,6nP6Cww7q55eGvsXOqKxYd,0.777,0.66,-7.71,0.123,0.0152,107.534,0.171,0.468
One Time,Unknown T,38MRvXam9F0JeVUibaDCwi,0.709,0.727,-8.595,0.345,0.374,140.97,0.106,0.758
Buss It,Vigiland,4gc5btqs3Nff0kNXkIA8nj,0.958,0.848,-4.473,0.18,0.000616,117.994,0.0937,0.726
"Ego Death (feat. Kanye West, FKA twigs & Skrillex)",Ty Dolla $ign,4JB0EAT4BkLShTyTt50FmO,0.813,0.615,-5.624,0.132,0.061,111.039,0.654,0.321
On Deck,Abra Cadabra,34YkG2pMNOldalZtevHztN,0.482,0.749,-7.597,0.317,0.407,108.557,0.0911,0.611
Said Sum,Moneybagg Yo,45npF3MKvCa1sO7s4y7qBf,0.929,0.667,-6.789,0.353,0.0185,126.998,0.1,0.274
The Woo (feat. 50 Cent & Roddy Ricch),Pop Smoke,1H7KnK26kc1YyellpbINEn,0.49,0.618,-5.655,0.104,0.0221,99.7,0.259,0.286
Kryptonite,Darkoo,4NKaNx8lwiQFjnQa4vHX4Z,0.807,0.632,-5.66,0.078,0.326,104.03,0.0906,0.56
Don't Sleep,Nick Brewer,70dAhHaNpyVSpiIaikbo2p,0.54,0.921,-5.686,0.41,0.304,136.176,0.127,0.662
Grandad,NSG,35Q5ldq74wOaAErCmL9OQZ,0.853,0.705,-4.731,0.115,0.0173,112.026,0.0625,0.961
Addicts (feat. M Huncho),Unknown T,0QJRDx111g3E2GfM24DMyo,0.95,0.426,-8.108,0.119,0.0627,125.005,0.0989,0.683
DOLLAZ ON MY HEAD (feat. Young Thug),Gunna,3nS9a01VvXHQriLqJYwRqG,0.825,0.458,-7.47,0.0577,0.114,145.115,0.102,0.161
Chicago Freestyle (feat. Giveon),Drake,4wVOKKEHUJxHCFFNUWDn0B,0.735,0.449,-7.507,0.347,0.629,122.947,0.113,0.0397
Jobs,City Girls,22IWDKdWDgx2cAx5RuDgty,0.884,0.592,-6.06,0.3,0.000938,160.007,0.0812,0.664
The Bigger Picture,Lil Baby,44gRhRi2OhEf7moAUj6MD1,0.59,0.618,-5.756,0.334,0.0127,96.459,0.244,0.153
ROCKSTAR (feat. Roddy Ricch),DaBaby,7ytR5pFWmSjzHJIeQkgog4,0.746,0.69,-7.956,0.164,0.247,89.977,0.101,0.497
Girls in the Hood,Megan Thee Stallion,6WbTTAGKrQtCQvmc5BuYfh,0.821,0.863,-3.159,0.353,0.00824,180.013,0.0377,0.874
I Got Mine/My Famlee,BackRoad Gee,1Ajyg8JgRdkNxY7UbgZiIM,0.816,0.771,-5.442,0.45,0.349,143.917,0.282,0.542
